globalid,sitecode,sitename,assessor,collection,weathernow,cloudynow,weather48,cloudy48,totalrain,weathernot,disturbed,disturbed_,bankfullwi,bankfull_1,bankfull_2,reachlengt,reachlen_1,reachlen_2,valleyslop,s_landuse,landuse_no,riparian,erosion,floodplain,ancillaryn,hi_reachle,hi_reach_1,pools_obse,hi_seepssp,channelsco,hi_channel,hi_notes,hydricsoil,locations,hydricnote,woodyjams1,trees_shru,woodyjamsn,streambeds,hi_streamb,streambedn,debrisscor,hi_debriss,debrisnote,locationon,locationtw,locationth,soiltextur,location_1,location_2,location_3,sinuosityi,sinscoreno,si_sinuosi,sinuositym,sinuosityc,fpimage,FPScorenot,gi_dimensi,dimensionm,seqscoreno,gi_sequenc,seqnotes,gisubstrat,gi_substra,ginotes,abundscore,abundances,abundanc_1,abundancea,mosquitofi,abundancen,observedfu,observedsn,obsnakesab,observedtu,obturtlesa,observedam,obampiabun,observedvo,observedab,streambedl,streambedd,streambe_1,streambeda,d_note,d_upper,u_upstream,u_left,u_right,u_downstre,d_middle,m_upstream,m_left,m_right,m_downstre,d_lower,l_upstream,l_left,l_right,l_downstre,bryophytem,bryophytel,bryophtyen,Vegediffsc,vegetation,vegenotes,hydrovegen,regionalin,additional,CreationDa,Creator,EditDate,Editor,site_upstr,site_midst,site_middo,site_downs,pnw_mayabu,pnw_maygre,pnw_indica,pnw_indi_1,pnw_indi_2,pnw_indi_3,pnw_indi_4,pnw_int,pnw_eph,pnw_per,pnw_final,pnw_F_eph,pnw_F_int,pnw_F_per,nm_calc,nm_score,nm_status_,nm_status1,nm_statu_1,nm_statu_2,nm_statu_3,MERGE_SRC,latitude,longitude
{DA1B271F-E6F4-4C6A-BCE6-0714FB4F955C},Reynolds_6,Cottonwood creek,"M. Rodenbeck, J. Turner",7/31/2019 16:42,cloudy,90,,0,0,,,None,4.3,4.4,4.03,148.5166667,148.5166667,170,1,"other_describe,other_natural",Range/cows,no,yes,no,# 5 in additional photos ,0,0,0,notdectected,,0,,0,3,,0,,,,3,,,0,,dry,dry,dry,,sandyloam,sandyloam,loamysand,,,1,visual estimate,One big curve in reach but very sinuous from satellite ,,,0,visual estimate,,0.5,"Mostly run, one pool, no obvious riffles ",,0,,,0,0,0,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,notdetected,notdetected,,,,,0,1,0,0,,0,0,0,0,,0,0,0,2,notdetected,notdetected,,,0,,,aridwest,"Wet edges from rain 
Evidence of large seasonal floods 
Incised channel
High banks
No plants in channel 
No hydrophytic plants ",7/31/2019 21:26,,7/31/2019 21:26,,,,,High banks,0,,,,,,,no,no,no,perennial,,,,4.5,4.5,,,,,,FlowDuration004,39.30909632,-108.9817827
{4B77E7B6-75DC-44E6-8D76-12DBC1AD9295},3,Gibbler Gulch,Jessica T and Megan R,7/31/2019 3:35,cloudy,80,,0,0,,,None ,1.1,0.95,1.1,36.75,36.75,42,4,"other_natural,other_describe",Atv roads / BLM land,no,yes,no,# 4  in additional photos,0,0,0,notdectected,,0,,0,3,,0,yes,Large shrubs ,,0,,,0,,dry,partiallydry,dry,,clayloam,clayloam,clayloam,,,2,visual estimate,,,,0,visual estimate,,0.5,All same particle size ,,0,,,0,0,0,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,notdetected,notdetected,,,,,0,3,0,0,,9,15,4,12,,11,17,15,17,notdetected,notdetected,,,0,,,aridwest,,7/31/2019 21:26,,7/31/2019 21:26,,,,,,0,,,,,,,no,no,no,perennial,,,,2.5,2.5,,,,,,FlowDuration004,38.83424986,-108.4813685
{BD0FC776-F618-41D7-9E7B-ECC757B2B8F1},GV02,GV highway 50 @ 730 rd,"M. Rodenbeck, J. Turner",7/30/2019 6:00,intermittentrain,,,0,0,,other,Freeway overpass,1,0.75,0.6,27.41666667,27.41666667,40,1,"other_describe,other_natural",Highway ,no,yes,no,#5 In additional photos,0,0,0,notdectected,,0,,0,3,,0,yes,,,0,,,0,,dry,dry,partiallydry,,clayloam,clayloam,clayloam,,,1,visual estimate,Very incised,,,0,visual estimate,,0,,,0,All silty substrate ,,0,0,0,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,notdetected,notdetected,,,,,0,3,3,2,,0,0,0,0,,6,7,8,10,notdetected,notdetected,,,0,,,aridwest,,7/31/2019 21:26,,7/31/2019 21:26,,,,,,0,,,,,,,no,no,no,perennial,,,,1,1,,,,,,FlowDuration004,38.77331246,-108.2283293
{BEB5A382-7365-45AA-86B4-9DB393C1A2E6},,,,,stormheavyrain,,,0,0,,,,1.7,1.3,2,58.33333333,58.33333333,66,3.5,other_natural,BLM land,no,yes,no,Photo # 4 in additional photos ,0,0,0,notdectected,,0,,3,3,"Maybe, unsure, 1st photo in additional photos ",0,no,,,0,"Sages, and juniper trees ",,0,,dry,dry,dry,,loamysand,loamysand,loamysand,,,,visual estimate,,,,,visual estimate,,3,,,3,,,0,0,0,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,notdetected,notdetected,,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,notdetected,notdetected,,,0,,,,,7/31/2019 21:27,,7/31/2019 21:27,,,,,,0,,,,,,,no,no,no,perennial,,,,,0,,,,,,FlowDuration004,38.68926833,-108.1888561
{0D77A716-D9B9-451E-88BD-FCDD3744B723},38,Salt creek,"M. Rodenbeck, J. Turner",7/28/2019 6:00,clearsunny,,,0,0,,,None,1.2,0.9,0.95,35.58333333,35.58333333,40,4,"agricultural,forested,other_describe","Rural residences, Cows/cow feces/ trampling",yes,yes,no,# 8 in  additional photos ,100,,,notdectected,,6,,0,3,,1,yes,,,2.5,,,0,,,,,,,,,,,2,visual estimate,,,,1.5,visual estimate,,3,,,3,,,0,2,2,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,2-10%,notdetected,,,,,14,11,12,9,,12,16,13,13,,12,12,13,13,>10%,<2%,,,2,,,aridwest,,7/31/2019 22:14,,7/31/2019 22:14,,,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,24,24,,,,,,FlowDuration004,37.7877746,-109.4072423
{CB632178-6F30-4354-A607-5D56B2127A42},Reynolds_47,Verdure creek,"M.Rodenbeck, J. Turner ",8/4/2019 18:00,cloudy,50,,0,0,,,None,0.8,0.85,0.9,29.75,29.75,34,2,other_natural,,yes,yes,yes,# 1 in additional photos ,100,,,notdectected,,6,,3,10,,0,,,,,,,,,,,,,,,,,,1.5,visual estimate,,,,2.25,visual estimate,,0.5,,,0,,,0,3,1,,,present,notdectected,,notdectected,,notdectected,,notdectected,,<2%,notdetected,,,,,2,0,9,7,,3,2,2,4,,5,3,1,2,notdetected,notdetected,,,3,,,westmountains,,8/5/2019 4:37,mrodenbeck1,8/5/2019 4:37,mrodenbeck1,,,,,0,no,no,no,no,yes,no,yes,yes,yes,intermittent,,,,,0,,,,,,FlowDuration004,41.05179621,-109.2212093
{EB1ECD0B-A9CA-4AA9-B6A7-4A3A51E98199},Reynolds_46,Recapture creek,"M. Rodenbeck, J. Turner",8/4/2019 18:00,cloudy,30,,0,0,,,None,5.9,9.59,9.95,296.8,150,200,3,other_natural,,yes,yes,no,,100,,,notdectected,,6,,3,2,,0,yes,,,0.5,,,0,,,,,,,,,,,0,visual estimate,,,,0,visual estimate,,0,,,0,,,0,1,3,,Biofilm,present,notdectected,,notdectected,,notdectected,,notdectected,,notdetected,notdetected,,,,,0,0,2,2,,6,9,8,11,,7,5,1,8,<2%,notdetected,,,2,,,westmountains,,8/5/2019 4:37,mrodenbeck1,8/5/2019 4:37,mrodenbeck1,,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,15.5,15.5,,,,,,FlowDuration004,41.03337367,-109.2263541
{3E93C6E1-881E-4C01-BACE-13BF8AA6467A},Reynolds_40,Ute creek,"M. Rodenbeck, J. Turner",8/3/2019 18:00,cloudy,100,,0,0,,other,Horse manure in channel ,15,15.9,19.3,585.6666667,150,200,3,"agricultural,other_natural",,no,yes,yes,# 2 in additional photos ,0,0,0,present,,0,,0,3,,0,no,,,0,,,0,,dry,dry,dry,,siltloam,siltloam,siltloam,,,2,visual estimate,,,,1.5,visual estimate,,0,,,0,,,0,0,0,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,notdetected,notdetected,,,,,0,0,0,0,,0,0,0,0,,0,0,0,,notdetected,notdetected,,,1,,,aridwest,,8/5/2019 4:37,mrodenbeck1,8/5/2019 4:37,mrodenbeck1,,,,,0,,,,,,,no,no,no,perennial,,,,4.5,4.5,,,,,,FlowDuration004,41.23681218,-109.0526341
{28A4A76E-A208-494C-9AC4-48C256203AE4},Reynolds_48,South Sand Wash,"M.Rodenbeck, J. Turner",8/3/2019 18:00,cloudy,100,,0,0,,,None ,0.8,0.55,0.5,21.58333333,21.58333333,30,1,"agricultural,other_natural",Cows,yes,no,yes,#1 in additional photos ,100,,,notdectected,,6,,3,1,,0,no,,,3,,,0,,,,,,,,,,,3,visual estimate,,,,1.5,visual estimate,,1,,,0,,,0,1,3,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,>40%,notdetected,,,,,0,0,2,1,,15,15,17,17,,15,16,13,17,notdetected,notdetected,,,2.5,,,westmountains,,8/5/2019 4:38,mrodenbeck1,8/5/2019 4:38,mrodenbeck1,,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,24,24,,,,,,FlowDuration004,41.24225719,-109.2319825
{3BDF9321-722E-4B15-9080-C965C5F24848},USGS10015700,Sulphur creek,"M.Rodenbeck, J. Turner ",8/3/2019 18:00,cloudy,90,,0,0,,"diversions,other","Private property , dam ",5.95,6.3,5.9,211.75,150,200,1.5,agricultural,"Rangeland, cows",yes,yes,no,# 12 in additional photos ,100,,,notdectected,,6,,3,1,Very close to surface and all through bottom of channel,0,,,,3,Rooted hydrophytic plants present ,,0,,,,,,,,,,,2,visual estimate,,,,0.75,visual estimate,,3,,,2.25,,,0,2,3,,,present,notdectected,,notdectected,,notdectected,,notdectected,,>40%,<2%,no,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,2-10%,notdetected,,,2,,,westmountains,,8/5/2019 4:38,mrodenbeck1,8/5/2019 4:38,mrodenbeck1,,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,27,27,,,,,,FlowDuration004,41.12993843,-110.8065941
{A485A5B9-2436-4C06-8139-91E11900229D},USGS9306203,Horse Draw @  mouth near rangly,"M. Rodenbeck, J. Turner ",8/2/2019 18:00,cloudy,2,,0,0,,other,"Driving in channel, telephone poles, gas lines, ",1.1,1.95,1.7,55.41666667,55.41666667,63,2,"other_describe,agricultural","Gas lines , rangeland ",no,yes,yes,#4 in additional photos,0,0,0,notdectected,,,,0,3,,0,no,,,0,,,0,J,partiallydry,partiallydry,partiallydry,,sand,loamysand,loamysand,,,1,visual estimate,,,,3,visual estimate,,0,,,0.75,,,0,0,0,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,notdetected,notdetected,,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,notdetected,notdetected,,,1,,,aridwest,,8/5/2019 4:38,mrodenbeck1,8/5/2019 4:38,mrodenbeck1,,,,,0,,,,,,,no,no,no,perennial,,,,,0,,,,,,FlowDuration004,39.93695259,-108.3025392
{6C4C6810-7B60-46D4-B81A-96534F8475EA},54,Mill creek ,"M. Rodenbeck, J. Turner",8/1/2019 18:00,cloudy,80,,0,0,,,None,0.65,0.95,0.75,27.41666667,27.41666667,30,9,"other_natural,forested",Recreation trails,no,yes,yes,1st photo in additional photos ,50,50,0,notdectected,,4,Flow between rocks ,0,3,,2,,,,2,,,0,,,,,,,,,,,2,visual estimate,,,,2.25,visual estimate,,3,,,,,,0,0,0,,,,,,,,,,,,,notdetected,,,,,17,17,17,17,,17,17,17,17,,2,3,0,1,,,,,1,,,westmountains,,8/5/2019 4:38,mrodenbeck1,8/5/2019 4:38,mrodenbeck1,,,,,0,,,,,,,no,no,no,perennial,,,,,0,,,,,,FlowDuration004,39.8247702,-106.21461
{B06A532B-FD7D-4335-BBB9-3945B0EE78EE},Reynolds_62,NT Co-op creek ,"M. Rodenbeck, J. Turner",8/1/2019 6:00,cloudy,100,,0,0,,,None,1,0.71,1.12,33.01666667,33.01666667,30,10,forested,,no,yes,yes,# 5 in additional photos,100,,,notdectected,,6,,0,3,,1,yes,,,3,,,0,,,,,,,,,,,3,visual estimate,,,,1.5,visual estimate,,3,,,3,,,0,2,2,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,2-10%,notdetected,,,,,17,17,17,17,,16,17,16,17,,17,16,17,17,notdetected,2-10%,,,1,,,westmountains,,8/5/2019 4:38,mrodenbeck1,8/5/2019 4:38,mrodenbeck1,,,,,27,no,yes,no,,yes,,yes,no,no,intermittent,,,,24.5,24.5,,,,,,FlowDuration004,39.36409431,-106.7413789
{3B971CC1-E11F-4F2F-8A52-46B8A367FB3A},61,Wolf creek,"M. Rodenbeck, J. Turner",8/1/2019 6:00,cloudy,100,,0,0,,,"None, dam downstream",1.6,1.7,0.98,49.93333333,49.93333333,52,9.5,"forested,other_describe","Recreation, fishing ",yes,no,no,Photo 1 in additional photos,100,,,notdectected,,6,,0,3,"Bed rock banks,hard to dig ",0,yes,,,3,,,0,,,,,,,,,,,2,visual estimate,,,,0,visual estimate,,3,,,1.5,"All larger cobbles or bedrock, substrate very far beneath piles of rocks ",,0,2,0,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,2-10%,notdetected,,,,,17,17,17,17,,9,8,13,4,,6,16,11,10,2-10%,<2%,,,2,,,,,8/5/2019 4:39,mrodenbeck1,8/5/2019 4:39,mrodenbeck1,,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,19.5,19.5,,,,,,FlowDuration004,39.35553194,-106.8191588
{4194FC14-5A5D-4A6D-BF15-EE32ED00D43C},USGS13011900,Buffalo fork river ,"M. Rodenbeck, J. Turner ",8/7/2019 18:00,cloudy,50,,0,0,,other,Bridge in reach ,23.2,23,25,830.6666667,150,200,1,other_natural,,yes,yes,yes,#2 in additional photos ,100,,,notdectected,,6,,0,3,,0,no,,,3,,,0,,,,,,,,,,,2,visual estimate,,,,2.25,visual estimate,,2.5,,,2.5,,,2,3,3,no,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,>40%,notdetected,,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,notdetected,notdetected,,,2,,,westmountains,,8/8/2019 3:13,mrodenbeck1,8/8/2019 3:13,mrodenbeck1,,  K,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,28.25,28.25,,,,,,FlowDuration004,43.8379272,-110.4409573
{645520CB-1975-4757-BA6E-0094C71DB7B8},USGS9216562,Bitter creek,"M. Rodenbeck , J. Turner ",8/5/2019 18:00,clearsunny,,,0,0,,,"None in reach, pipe at bottom after reach ",4.9,5.7,3.2,161,150,184,1,"other_natural,other_describe",Train tracks ,no,yes,yes,#3 in additional photos ,0,100,23,notdectected,,2,,3,2,,,,,,,,,,,,,,,,,,,,1.5,visual estimate,,,,1.5,visual estimate,,0,,,0,,,1,1,0,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,notdetected,notdetected,,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,notdetected,notdetected,,,1,,,aridwest,,8/8/2019 3:13,mrodenbeck1,8/8/2019 3:13,mrodenbeck1,,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,,0,,,,,,FlowDuration004,41.64754966,-108.9979691
{AEB37E53-6D67-499B-A44C-3D8B3D12FAC7},Prosper 1,Trib to Hoback ,"M. Rodenbeck, J. Turner ",8/6/2019 18:00,cloudy,50,,0,0,,other,Cows trampled channel ,3.75,3.25,3.5,122.5,122.5,130,0.5,"developed,other_natural,agricultural",,no,yes,yes,#2 in additional photos ,0,0,0,notdectected,,0,,0,3,,0,no,,,0,,,0,,partiallydry,partiallydry,partiallydry,,slityclayloam,slityclayloam,slityclayloam,,,1,visual estimate,,,,3,visual estimate,,0,,,0,,,0,0,0,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,notdetected,notdetected,,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,notdetected,notdetected,,,0,,,westmountains,"Reach shortened from 140 to 130, had to move down, could not determine channel at top of reach, very overgrown with grasses, braided and stomped down by cattle ",8/8/2019 3:13,mrodenbeck1,8/8/2019 3:13,mrodenbeck1,,,,,0,,,,,,,no,no,no,perennial,,,,4,4,,,,,,FlowDuration004,43.1554962,-110.3747466
{0A373DEB-B4D1-4FAB-8B02-DD28649DFBB0},Prosper-3,Trib to fisherman’s creek,"M.Rodenbeck, J.Turner",8/6/2019 18:00,cloudy,100,,0,0,,other,Recent fire,0.95,0.82,1.23,35,35,40,3,other_natural,,yes,yes,yes,#1 in additional photos ,0,100,4,notdectected,,3,,0,3,,3,,,,3,,,0,,saturated,saturated,saturated,,,,,,,2.5,visual estimate,,,,3,visual estimate,,,,,,,,0,3,3,,,present,notdectected,,notdectected,,notdectected,,notdectected,,10-40%,notdetected,,Biofilm not algae ,,,0,0,0,0,,0,0,0,0,,0,0,0,0,notdetected,<2%,,,2,,,aridwest,,8/8/2019 3:13,mrodenbeck1,8/8/2019 3:13,mrodenbeck1,,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,,0,,,,,,FlowDuration004,43.13794479,-110.2898412
{8C3DC96A-7E5D-43D0-B6B8-5BAD47DBA097},,,"M. Rodenbeck, J. Turner ",8/5/2019 18:00,clearsunny,,,0,0,,other,Road upstream ,1.3,1.9,1.75,57.75,57.75,66,1.25,other_natural,Scrubland ,yes,yes,yes,#3  in additional photos ,100,,,notdectected,,6,,3,1,,0,,,,3,,,0,,,,,,,,,,,3,visual estimate,,,,2.25,visual estimate,,3,,,1.5,,,3,3,3,,,present,notdectected,,notdectected,,notdectected,,present,,>40%,notdetected,,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,notdetected,notdetected,,,3,,,aridwest,,8/8/2019 3:13,mrodenbeck1,8/8/2019 3:13,mrodenbeck1,,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,33.75,33.75,,,,,,FlowDuration004,42.12736441,-109.325983
{91C3D3D4-6344-4771-B8CB-FD442D460E75},USGS6317340,Little sourdough creek ,"M. Rodenbeck, J. Turner ",8/9/2019 18:00,cloudy,40,,0,0,,,None,1.34,3.97,1,73.61666667,73.61666667,84,8.33,forested,,yes,no,yes,,100,,,notdectected,,6,,0,3,,1,yes,,,3,,,0,,,,,,,,,,,2,visual estimate,,,,2.25,visual estimate,,3,,,3,,,0,2,3,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,>40%,notdetected,,,,,10,9,7,5,,0,0,0,0,,0,0,0,0,>10%,2-10%,,,2,,,westmountains,,8/10/2019 6:34,mrodenbeck1,8/10/2019 6:34,mrodenbeck1,,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,26.25,26.25,,,,,,FlowDuration004,44.26499376,-106.9190921
{D1A681FD-B544-45DE-BC8C-96D861ADD202},USGS6622900,South brush creek ,"M. Rodenbeck, J. Turner ",8/11/2019 18:00,cloudy,100,,0,0,,other,Bridge below reach ,9.36,7.1,7.7,281.8666667,150,200,3.33,"other_describe,forested,agricultural",Road,yes,yes,yes,#1 in additional photos ,100,,,notdectected,,6,,0,3,,0,yes,,,3,,,0,,,,,,,,,,,1,visual estimate,,,,3,visual estimate,,2.5,,,1.5,,,0,2,1,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,2-10%,<2%,no,,,,11,12,17,15,,0,0,0,0,,0,4,8,11,notdetected,notdetected,,,2,,,westmountains,,8/12/2019 4:41,mrodenbeck1,8/12/2019 4:41,mrodenbeck1,,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,22,22,,,,,,FlowDuration004,41.34403068,-106.526358
{D26C6B61-C75F-4D91-9300-1F991022985C},USGS6632400,Rock creek,"M. Rodenbeck, J. Turner ",8/11/2019 18:00,intermittentrain,,,0,0,,,None ,11.7,11.6,10.3,392,150,200,2,,,,,,,100,,,notdectected,,6,,0,3,,3,yes,,,3,,,0,,,,,,,,,,,1,visual estimate,,,,3,visual estimate,,2,,,1.5,,,1,3,3,no,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,>40%,notdetected,,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,2-10%,notdetected,,,2,,,westmountains,,8/12/2019 4:41,mrodenbeck1,8/12/2019 4:41,mrodenbeck1,,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,25.5,25.5,,,,,,FlowDuration004,41.57690941,-106.229838
{F98FA446-9B93-43A4-9BDF-48869944A1DB},USGS632050,Carlson creek ,"M. Rodenbeck, J. Turner ",8/11/2019 18:00,cloudy,30,,0,0,,,None ,5.3,2.2,4.85,144.0833333,144.0833333,164,4.2,"forested,other_describe","Recreation, camping",yes,yes,yes,# 2 in additional photos ,100,,,notdectected,,6,,0,3,,1,yes,,,3,,,0,,,,,,,,,,,1,visual estimate,,,,3,visual estimate,,2,,,1.5,,,1,2,3,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,>40%,notdetected,,,,,15,14,10,10,,3,4,7,6,,5,11,13,9,>10%,notdetected,,,2,,,westmountains,,8/12/2019 4:41,mrodenbeck1,8/12/2019 4:41,mrodenbeck1,,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,24.5,24.5,,,,,,FlowDuration004,41.49710661,-106.2779869
{49BF5BE1-B322-46A8-AEF0-46BD71AB9225},USGS6634990,Hanna draw ,"M. Rodenbeck, J. Turner ",8/10/2019 18:00,cloudy,20,,0,0,,other,Culvert below reach ,1.05,1.05,1.1,37.33333333,37.33333333,42,1.13,other_natural,,no,yes,yes,#1 in additional photos ,0,0,0,notdectected,,0,,0,3,,0,yes,,,2,,,0,,partiallydry,partiallydry,partiallydry,,loamysand,loamysand,loamysand,,,2,visual estimate,,,,2.25,visual estimate,,0,,,0,,,0,0,0,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,notdetected,notdetected,,,,,6,0,5,8,,0,0,0,4,,0,2,0,0,notdetected,notdetected,,,0,,,aridwest,,8/12/2019 4:41,mrodenbeck1,8/12/2019 4:41,mrodenbeck1,,,,,0,,,,,,,no,no,no,perennial,,,,6.25,6.25,,,,,,FlowDuration004,42.00716889,-106.5082071
{7677F32A-5B00-4979-85BF-12EDFDF58F6C},,,,8/10/2019 0:00,intermittentrain,,,0,0,,,,3.6,1.7,0.65,69.41666667,69.41666667,79,3.19,"other_natural,forested",,yes,yes,yes,#1 in additional photos ,100,,,notdectected,,6,,3,2,,5,yes,,,3,,,0,,,,,,,,,,,3,visual estimate,,,,2.25,visual estimate,,,,,0,,,2,3,3,no,,present,notdectected,,notdectected,,notdectected,,notdectected,,>40%,notdetected,,,,,8,8,10,8,,0,4,15,13,,0,0,0,0,2-10%,<2%,,,2.5,,,westmountains,,8/12/2019 4:41,mrodenbeck1,8/12/2019 4:41,mrodenbeck1,,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,,0,,,,,,FlowDuration004,42.59800937,-105.8865502
{9E6A1F6C-0D94-4577-BBF9-E7E0D7C35AB9},USGS9153330,West salt creek ,"M. Rodenbeck, J. Turner ",8/14/2019 18:00,clearsunny,,,0,0,,other,"Culvert under dirt road,5m below reach ",3.13,2.4,3.22,102.0833333,102.0833333,115,7.5,"other_natural,other_describe",Gas plant ,no,yes,no,#1 in additional photos ,0,0,0,notdectected,,0,,0,3,,0,yes,,,2,,,0.5,,dry,dry,dry,,loam,loam,siltloam,,,2,visual estimate,,,,0,visual estimate,,0,,,0,,,0,0,0,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,notdetected,notdetected,,,,,6,14,0,12,,16,15,3,11,,0,0,0,0,notdetected,notdetected,,,0,,,aridwest,,8/15/2019 5:10,mrodenbeck1,8/15/2019 5:10,mrodenbeck1,,,,,0,,,,,,,no,no,no,perennial,,,,4.5,4.5,,,,,,FlowDuration004,39.39590807,-108.9815143
{A8D73FFA-AE56-49FB-9EE7-ED8180B3B084},USGS9362520,CNM intermittent,"M. Rodenbeck, J. Turner",8/14/2019 18:00,clearsunny,,,0,0,,,None ,0.5,1.15,0.8,28.58333333,28.58333333,32,15,"forested,other_describe",,no,yes,yes,# 2  in additional photos ,0,0,0,notdectected,,0,,0,3,,0,yes,,,1,,,0,,dry,dry,dry,,loam,loam,loam,,,1.5,visual estimate,,,,3,visual estimate,,2,,,0,,,0,0,0,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,notdetected,notdetected,,,,,16,17,14,17,,7,3,13,7,,4,0,8,1,notdetected,notdetected,,,0,,,aridwest,,8/15/2019 5:11,mrodenbeck1,8/15/2019 5:11,mrodenbeck1,,,,,0,,,,,,,no,no,no,perennial,,,,7.5,7.5,,,,,,FlowDuration004,39.04022243,-108.7186374
{C07FE7FD-F1DB-422C-98FB-8648BE6493CA},KAMPF09,Michigan ditch 1,"M.Rodenbeck, J. Turner ",8/13/2019 18:00,cloudy,40,,0,0,,"diversions,steammods",Downstream diversion ,1.2,1.3,1.1,42,42,48,23.5,"developed,forested",Recreation ,yes,yes,no,# 2 in additional photos ,100,,,present,,6,,0,3,,0,yes,,,0,,,0,,,,,,,,,,,1,visual estimate,,,,0.75,visual estimate,,3,,,3,,,0,3,0,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,notdetected,notdetected,,,,,2,14,6,14,,10,4,16,16,,14,16,3,12,notdetected,notdetected,,,2,,,westmountains,,8/15/2019 5:12,mrodenbeck1,8/15/2019 5:12,mrodenbeck1,,,,,0,no,no,no,,no,,yes,no,no,intermittent,,,,18.75,18.75,,,,,,FlowDuration004,40.51453575,-105.8839342
{C2C849C7-214D-45E5-A228-F81FBB08543A},PC14,Elkhorn creek,"M.Rodenbeck, J. Turner ",8/13/2019 18:00,clearsunny,,,0,0,,other,Bridge with cement channel 5 m below reach ,6.4,4.15,4.1,170.9166667,150,195,3.43,"forested,other_natural",,yes,yes,yes,# 2 in additional photos ,100,,,notdectected,,6,,0,3,,1,yes,,,3,,,0,,,,,,,,,,,2,visual estimate,,,,1.5,visual estimate,,3,,,3,,,1,3,3,no,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,>40%,notdetected,,,,,15,11,13,12,,15,16,14,15,,5,11,2,0,>10%,notdetected,,,2,,,westmountains,,8/15/2019 5:13,mrodenbeck1,8/15/2019 5:13,mrodenbeck1,,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,27.5,27.5,,,,,,FlowDuration004,40.69786259,-105.4410315
{4F0009A8-27B8-4504-B56F-BB17F11388B4},,Hill gulch,"M. Rodenbeck, J. Turner ",8/12/2019 18:00,cloudy,5,,0,0,,other,"Bridge below reach, ",2.17,3.47,3.56,107.3333333,107.3333333,67,2,"urban,forested",private property-gained permission from owner Jeanie Christopherson,yes,yes,yes,#1 in additional photos ,100,,,notdectected,,6,,3,2,,0,yes,,,3,,,0,,,,,,,,,,,1,visual estimate,,,,1.5,visual estimate,,2.5,,,2.25,,,0,3,0,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,notdetected,notdetected,,,,,17,15,17,16,,16,17,17,17,,17,17,17,17,notdetected,notdetected,,,2,,,westmountains,,8/15/2019 5:13,mrodenbeck1,8/15/2019 5:13,mrodenbeck1,,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,24.25,24.25,,,,,,FlowDuration004,40.68575523,-105.3035946
