OBJECTID,globalid,aquaticinv,aquatici_1,taxon,ai_abundan,ai_abundgr,ai_selectm,ai_notes,parentglob,CreationDa,Creator,EditDate,Editor,ai_abund_1,MERGE_SRC
428,,,,Coleoptera,1,,,All grey,{4194FC14-5A5D-4A6D-BF15-EE32ED00D43C},8/8/2019 3:13,mrodenbeck1,8/8/2019 3:13,mrodenbeck1,,aquaticinvertebratesdata_4
429,,,,Ephemeroptera ,4,,,"Much smaller, lighter color different shape ",{4194FC14-5A5D-4A6D-BF15-EE32ED00D43C},8/8/2019 3:13,mrodenbeck1,8/8/2019 3:13,mrodenbeck1,,aquaticinvertebratesdata_4
430,,,,Small red mite ,3,,,Water mite ,{4194FC14-5A5D-4A6D-BF15-EE32ED00D43C},8/8/2019 3:13,mrodenbeck1,8/8/2019 3:13,mrodenbeck1,,aquaticinvertebratesdata_4
431,,,,Diptera ,10,,,Clear/tan midges ,{4194FC14-5A5D-4A6D-BF15-EE32ED00D43C},8/8/2019 3:13,mrodenbeck1,8/8/2019 3:13,mrodenbeck1,,aquaticinvertebratesdata_4
432,,,,Plecoptera ,2,,deadmaterial,Cases,{4194FC14-5A5D-4A6D-BF15-EE32ED00D43C},8/8/2019 3:13,mrodenbeck1,8/8/2019 3:13,mrodenbeck1,,aquaticinvertebratesdata_4
433,,,,Coleoptera ,1,,,Black and green beetle ,{4194FC14-5A5D-4A6D-BF15-EE32ED00D43C},8/8/2019 3:13,mrodenbeck1,8/8/2019 3:13,mrodenbeck1,,aquaticinvertebratesdata_4
434,,,,Tricoptera ,10,,,Wood casing,{4194FC14-5A5D-4A6D-BF15-EE32ED00D43C},8/8/2019 3:13,mrodenbeck1,8/8/2019 3:13,mrodenbeck1,,aquaticinvertebratesdata_4
435,,,,Water boatman ,10,,,,{645520CB-1975-4757-BA6E-0094C71DB7B8},8/8/2019 3:13,mrodenbeck1,8/8/2019 3:13,mrodenbeck1,,aquaticinvertebratesdata_4
436,,,,Notonectidae  spp,1,,,White with red eyes ,{645520CB-1975-4757-BA6E-0094C71DB7B8},8/8/2019 3:13,mrodenbeck1,8/8/2019 3:13,mrodenbeck1,,aquaticinvertebratesdata_4
437,,,,Unknown spp,10,,,Black and white ,{645520CB-1975-4757-BA6E-0094C71DB7B8},8/8/2019 3:13,mrodenbeck1,8/8/2019 3:13,mrodenbeck1,,aquaticinvertebratesdata_4
438,,,,,0,,,None found,{AEB37E53-6D67-499B-A44C-3D8B3D12FAC7},8/8/2019 3:13,mrodenbeck1,8/8/2019 3:13,mrodenbeck1,,aquaticinvertebratesdata_4
439,,,,Ephemeroptera ,10,,mayfly,,{0A373DEB-B4D1-4FAB-8B02-DD28649DFBB0},8/8/2019 3:13,mrodenbeck1,8/8/2019 3:13,mrodenbeck1,,aquaticinvertebratesdata_4
440,,,,Coleoptera ,10,,,Water boatmen ,{0A373DEB-B4D1-4FAB-8B02-DD28649DFBB0},8/8/2019 3:13,mrodenbeck1,8/8/2019 3:13,mrodenbeck1,,aquaticinvertebratesdata_4
441,,,,Coleoptera ,10,,,Small brown and black ,{0A373DEB-B4D1-4FAB-8B02-DD28649DFBB0},8/8/2019 3:13,mrodenbeck1,8/8/2019 3:13,mrodenbeck1,,aquaticinvertebratesdata_4
442,,,,"Diptera, Red midge ",5,,,,{0A373DEB-B4D1-4FAB-8B02-DD28649DFBB0},8/8/2019 3:13,mrodenbeck1,8/8/2019 3:13,mrodenbeck1,,aquaticinvertebratesdata_4
443,,,,Diptera,5,,,"Midge or other Diptera, tan ",{0A373DEB-B4D1-4FAB-8B02-DD28649DFBB0},8/8/2019 3:13,mrodenbeck1,8/8/2019 3:13,mrodenbeck1,,aquaticinvertebratesdata_4
444,,,,Odonata spp unknown ,5,,deadmaterial,Dark light color pattern ,{8C3DC96A-7E5D-43D0-B6B8-5BAD47DBA097},8/8/2019 3:13,mrodenbeck1,8/8/2019 3:13,mrodenbeck1,,aquaticinvertebratesdata_4
445,,,,Ephemeroptera ,10,,mayfly,,{8C3DC96A-7E5D-43D0-B6B8-5BAD47DBA097},8/8/2019 3:13,mrodenbeck1,8/8/2019 3:13,mrodenbeck1,,aquaticinvertebratesdata_4
446,,,,unknown spp,1,,,Large segmented greenish worm,{8C3DC96A-7E5D-43D0-B6B8-5BAD47DBA097},8/8/2019 3:13,mrodenbeck1,8/8/2019 3:13,mrodenbeck1,,aquaticinvertebratesdata_4
447,,,,Odonata,2,,,Flat lower body segment ,{8C3DC96A-7E5D-43D0-B6B8-5BAD47DBA097},8/8/2019 3:13,mrodenbeck1,8/8/2019 3:13,mrodenbeck1,,aquaticinvertebratesdata_4
448,,,,Coleoptera,1,,,Brown predatious diving beetle ,{8C3DC96A-7E5D-43D0-B6B8-5BAD47DBA097},8/8/2019 3:13,mrodenbeck1,8/8/2019 3:13,mrodenbeck1,,aquaticinvertebratesdata_4
449,,,,Coleoptera ,4,,,Green predatious diving beetle ,{8C3DC96A-7E5D-43D0-B6B8-5BAD47DBA097},8/8/2019 3:13,mrodenbeck1,8/8/2019 3:13,mrodenbeck1,,aquaticinvertebratesdata_4
450,,,,Water boatmen ,1,,,,{8C3DC96A-7E5D-43D0-B6B8-5BAD47DBA097},8/8/2019 3:13,mrodenbeck1,8/8/2019 3:13,mrodenbeck1,,aquaticinvertebratesdata_4
451,,,,Coleoptera ,10,,,Brown beetle ,{8C3DC96A-7E5D-43D0-B6B8-5BAD47DBA097},8/8/2019 3:13,mrodenbeck1,8/8/2019 3:13,mrodenbeck1,,aquaticinvertebratesdata_4
452,,,,Midge spp unknown ,1,,,Red midge ,{8C3DC96A-7E5D-43D0-B6B8-5BAD47DBA097},8/8/2019 3:13,mrodenbeck1,8/8/2019 3:13,mrodenbeck1,,aquaticinvertebratesdata_4
453,,,,Midge spp unknown ,3,,,Brown midge ,{8C3DC96A-7E5D-43D0-B6B8-5BAD47DBA097},8/8/2019 3:13,mrodenbeck1,8/8/2019 3:13,mrodenbeck1,,aquaticinvertebratesdata_4
454,,,,Odonata ,1,,,One color greenish brown ,{8C3DC96A-7E5D-43D0-B6B8-5BAD47DBA097},8/8/2019 3:13,mrodenbeck1,8/8/2019 3:13,mrodenbeck1,,aquaticinvertebratesdata_4
455,,,,Tan midge ,4,,,,{91C3D3D4-6344-4771-B8CB-FD442D460E75},8/10/2019 6:34,mrodenbeck1,8/10/2019 6:34,mrodenbeck1,,aquaticinvertebratesdata_4
456,,,,Ephemeroptera ,10,,mayfly,Mayfly,{91C3D3D4-6344-4771-B8CB-FD442D460E75},8/10/2019 6:34,mrodenbeck1,8/10/2019 6:34,mrodenbeck1,,aquaticinvertebratesdata_4
457,,,,Ephemeroptera ,1,,mayfly,"Bigger darker, 3 colored tails ",{91C3D3D4-6344-4771-B8CB-FD442D460E75},8/10/2019 6:34,mrodenbeck1,8/10/2019 6:34,mrodenbeck1,,aquaticinvertebratesdata_4
458,,,,Red mite ,1,,,,{91C3D3D4-6344-4771-B8CB-FD442D460E75},8/10/2019 6:34,mrodenbeck1,8/10/2019 6:34,mrodenbeck1,,aquaticinvertebratesdata_4
459,,,,Plecoptera ,10,,,Golden stonefly ,{D1A681FD-B544-45DE-BC8C-96D861ADD202},8/12/2019 4:41,mrodenbeck1,8/12/2019 4:41,mrodenbeck1,,aquaticinvertebratesdata_4
460,,,,Ephemeroptera ,10,,,Flathead ,{D1A681FD-B544-45DE-BC8C-96D861ADD202},8/12/2019 4:41,mrodenbeck1,8/12/2019 4:41,mrodenbeck1,,aquaticinvertebratesdata_4
461,,,,Ephemeroptera ,10,,,Skinny fast ,{D1A681FD-B544-45DE-BC8C-96D861ADD202},8/12/2019 4:41,mrodenbeck1,8/12/2019 4:41,mrodenbeck1,,aquaticinvertebratesdata_4
462,,,,Tricoptera ,4,,,“Log cabin” casing ,{D1A681FD-B544-45DE-BC8C-96D861ADD202},8/12/2019 4:41,mrodenbeck1,8/12/2019 4:41,mrodenbeck1,,aquaticinvertebratesdata_4
463,,,,Diptera,10,,,Black fly larvae ,{D1A681FD-B544-45DE-BC8C-96D861ADD202},8/12/2019 4:41,mrodenbeck1,8/12/2019 4:41,mrodenbeck1,,aquaticinvertebratesdata_4
464,,,,Diptera,10,,,Midge tan ,{D1A681FD-B544-45DE-BC8C-96D861ADD202},8/12/2019 4:41,mrodenbeck1,8/12/2019 4:41,mrodenbeck1,,aquaticinvertebratesdata_4
465,,,,Red mite ,2,,,,{D1A681FD-B544-45DE-BC8C-96D861ADD202},8/12/2019 4:41,mrodenbeck1,8/12/2019 4:41,mrodenbeck1,,aquaticinvertebratesdata_4
466,,,,Diptera ,2,,,Butt Spurs ,{D1A681FD-B544-45DE-BC8C-96D861ADD202},8/12/2019 4:41,mrodenbeck1,8/12/2019 4:41,mrodenbeck1,,aquaticinvertebratesdata_4
467,,,,Ephemeroptera ,1,,,"Tanky, 3 colored tails ",{D1A681FD-B544-45DE-BC8C-96D861ADD202},8/12/2019 4:41,mrodenbeck1,8/12/2019 4:41,mrodenbeck1,,aquaticinvertebratesdata_4
468,,,,Coleoptera ,1,,,"Small, brown/black ",{D1A681FD-B544-45DE-BC8C-96D861ADD202},8/12/2019 4:41,mrodenbeck1,8/12/2019 4:41,mrodenbeck1,,aquaticinvertebratesdata_4
469,,,,Ephemeroptera ,10,,,Flathead ,{D26C6B61-C75F-4D91-9300-1F991022985C},8/12/2019 4:41,mrodenbeck1,8/12/2019 4:41,mrodenbeck1,,aquaticinvertebratesdata_4
470,,,,Ephemeroptera ,10,,,Skinny/fast,{D26C6B61-C75F-4D91-9300-1F991022985C},8/12/2019 4:41,mrodenbeck1,8/12/2019 4:41,mrodenbeck1,,aquaticinvertebratesdata_4
471,,,,Ephemeroptera ,10,,,"Dark, tanky, 3 colored tail",{D26C6B61-C75F-4D91-9300-1F991022985C},8/12/2019 4:41,mrodenbeck1,8/12/2019 4:41,mrodenbeck1,,aquaticinvertebratesdata_4
472,,,,Plecoptera ,10,,,Gold brown (golden stonefly?),{D26C6B61-C75F-4D91-9300-1F991022985C},8/12/2019 4:41,mrodenbeck1,8/12/2019 4:41,mrodenbeck1,,aquaticinvertebratesdata_4
473,,,,Plecoptera ,10,,,"Small, opaque white (instar?) ",{D26C6B61-C75F-4D91-9300-1F991022985C},8/12/2019 4:41,mrodenbeck1,8/12/2019 4:41,mrodenbeck1,,aquaticinvertebratesdata_4
474,,,,Coleoptera,10,,,Predacious diving beetle ,{D26C6B61-C75F-4D91-9300-1F991022985C},8/12/2019 4:41,mrodenbeck1,8/12/2019 4:41,mrodenbeck1,,aquaticinvertebratesdata_4
475,,,,Diptera,10,,,Black fly larvae ,{D26C6B61-C75F-4D91-9300-1F991022985C},8/12/2019 4:41,mrodenbeck1,8/12/2019 4:41,mrodenbeck1,,aquaticinvertebratesdata_4
476,,,,Diptera,10,,,Midge -tan ,{D26C6B61-C75F-4D91-9300-1F991022985C},8/12/2019 4:41,mrodenbeck1,8/12/2019 4:41,mrodenbeck1,,aquaticinvertebratesdata_4
477,,,,Tricoptera ,10,,,Log cabin shaped ,{D26C6B61-C75F-4D91-9300-1F991022985C},8/12/2019 4:41,mrodenbeck1,8/12/2019 4:41,mrodenbeck1,,aquaticinvertebratesdata_4
478,,,,Unknown spp,1,,,Large segmented worm ,{D26C6B61-C75F-4D91-9300-1F991022985C},8/12/2019 4:41,mrodenbeck1,8/12/2019 4:41,mrodenbeck1,,aquaticinvertebratesdata_4
479,,,,Ephemeroptera ,5,,mayfly,Flathead ,{F98FA446-9B93-43A4-9BDF-48869944A1DB},8/12/2019 4:41,mrodenbeck1,8/12/2019 4:41,mrodenbeck1,,aquaticinvertebratesdata_4
480,,,,Ephemeroptera ,4,,mayfly,Flathead white butt,{F98FA446-9B93-43A4-9BDF-48869944A1DB},8/12/2019 4:41,mrodenbeck1,8/12/2019 4:41,mrodenbeck1,,aquaticinvertebratesdata_4
481,,,,Ephemeroptera ,10,,mayfly,"Small, skinny fast",{F98FA446-9B93-43A4-9BDF-48869944A1DB},8/12/2019 4:41,mrodenbeck1,8/12/2019 4:41,mrodenbeck1,,aquaticinvertebratesdata_4
482,,,,Ephemeroptera ,2,,mayfly,Dark and tanky ,{F98FA446-9B93-43A4-9BDF-48869944A1DB},8/12/2019 4:41,mrodenbeck1,8/12/2019 4:41,mrodenbeck1,,aquaticinvertebratesdata_4
483,,,,Plecoptera ,2,,,1 live and 1 casing ,{F98FA446-9B93-43A4-9BDF-48869944A1DB},8/12/2019 4:41,mrodenbeck1,8/12/2019 4:41,mrodenbeck1,,aquaticinvertebratesdata_4
484,,,,Diptera -midge ,10,,,Small/tan ,{F98FA446-9B93-43A4-9BDF-48869944A1DB},8/12/2019 4:41,mrodenbeck1,8/12/2019 4:41,mrodenbeck1,,aquaticinvertebratesdata_4
485,,,,Coleoptera ,3,,,"Small, brown,black ",{F98FA446-9B93-43A4-9BDF-48869944A1DB},8/12/2019 4:41,mrodenbeck1,8/12/2019 4:41,mrodenbeck1,,aquaticinvertebratesdata_4
486,,,,Coleoptera ,1,,,Has 2 butt Spurs ,{F98FA446-9B93-43A4-9BDF-48869944A1DB},8/12/2019 4:41,mrodenbeck1,8/12/2019 4:41,mrodenbeck1,,aquaticinvertebratesdata_4
487,,,,Diptera -unknown spp,1,,,Large segmented worm,{F98FA446-9B93-43A4-9BDF-48869944A1DB},8/12/2019 4:41,mrodenbeck1,8/12/2019 4:41,mrodenbeck1,,aquaticinvertebratesdata_4
488,,,,Diptera,10,,,Black fly larvae ,{F98FA446-9B93-43A4-9BDF-48869944A1DB},8/12/2019 4:41,mrodenbeck1,8/12/2019 4:41,mrodenbeck1,,aquaticinvertebratesdata_4
489,,,,Odanata spp,1,,,Large spine on back ,{7677F32A-5B00-4979-85BF-12EDFDF58F6C},8/12/2019 4:41,mrodenbeck1,8/12/2019 4:41,mrodenbeck1,,aquaticinvertebratesdata_4
490,,,,Odanata spp,5,,,"Longer, thinner",{7677F32A-5B00-4979-85BF-12EDFDF58F6C},8/12/2019 4:41,mrodenbeck1,8/12/2019 4:41,mrodenbeck1,,aquaticinvertebratesdata_4
491,,,,Odanata spp,10,,,3 tails ?,{7677F32A-5B00-4979-85BF-12EDFDF58F6C},8/12/2019 4:41,mrodenbeck1,8/12/2019 4:41,mrodenbeck1,,aquaticinvertebratesdata_4
492,,,,Ephemeroptera ,10,,mayfly,3 tails ,{7677F32A-5B00-4979-85BF-12EDFDF58F6C},8/12/2019 4:41,mrodenbeck1,8/12/2019 4:41,mrodenbeck1,,aquaticinvertebratesdata_4
493,,,,Diptera,10,,,Black fly larvae ,{7677F32A-5B00-4979-85BF-12EDFDF58F6C},8/12/2019 4:41,mrodenbeck1,8/12/2019 4:41,mrodenbeck1,,aquaticinvertebratesdata_4
494,,,,Ephemeroptera ,3,,mayfly,"2 tails , pretty sure 1 toe ",{7677F32A-5B00-4979-85BF-12EDFDF58F6C},8/12/2019 4:41,mrodenbeck1,8/12/2019 4:41,mrodenbeck1,,aquaticinvertebratesdata_4
495,,,,Diptera ,10,,,"Black head, Spines on butt",{7677F32A-5B00-4979-85BF-12EDFDF58F6C},8/12/2019 4:41,mrodenbeck1,8/12/2019 4:41,mrodenbeck1,,aquaticinvertebratesdata_4
496,,,,Diptera ,1,,,Green ,{7677F32A-5B00-4979-85BF-12EDFDF58F6C},8/12/2019 4:41,mrodenbeck1,8/12/2019 4:41,mrodenbeck1,,aquaticinvertebratesdata_4
497,,,, Coleoptera,6,,,,{7677F32A-5B00-4979-85BF-12EDFDF58F6C},8/12/2019 4:41,mrodenbeck1,8/12/2019 4:41,mrodenbeck1,,aquaticinvertebratesdata_4
498,,,,Unknown spp,10,,,Crawdad?? Very small,{7677F32A-5B00-4979-85BF-12EDFDF58F6C},8/12/2019 4:41,mrodenbeck1,8/12/2019 4:41,mrodenbeck1,,aquaticinvertebratesdata_4
499,,,,Plecoptera ,10,,,Light,{C07FE7FD-F1DB-422C-98FB-8648BE6493CA},8/15/2019 5:12,mrodenbeck1,8/15/2019 5:12,mrodenbeck1,,aquaticinvertebratesdata_4
500,,,,Ephemeroptera ,10,,,"Small, fast, 2 tails ",{C07FE7FD-F1DB-422C-98FB-8648BE6493CA},8/15/2019 5:12,mrodenbeck1,8/15/2019 5:12,mrodenbeck1,,aquaticinvertebratesdata_4
501,,,,Ephemeroptera ,10,,,"3 tails, flathead ",{C07FE7FD-F1DB-422C-98FB-8648BE6493CA},8/15/2019 5:12,mrodenbeck1,8/15/2019 5:12,mrodenbeck1,,aquaticinvertebratesdata_4
502,,,,Ephemeroptera ,10,,,"2 tail-1 toe, lighter ",{C07FE7FD-F1DB-422C-98FB-8648BE6493CA},8/15/2019 5:12,mrodenbeck1,8/15/2019 5:12,mrodenbeck1,,aquaticinvertebratesdata_4
503,,,,Ephemeroptera ,10,,,"Tanky -2 tails, large gills",{C07FE7FD-F1DB-422C-98FB-8648BE6493CA},8/15/2019 5:12,mrodenbeck1,8/15/2019 5:12,mrodenbeck1,,aquaticinvertebratesdata_4
504,,,,Ephemeroptera ,1,,,White butt ,{C07FE7FD-F1DB-422C-98FB-8648BE6493CA},8/15/2019 5:12,mrodenbeck1,8/15/2019 5:12,mrodenbeck1,,aquaticinvertebratesdata_4
505,,,,Diptera ,4,,,Midge- reddish ,{C07FE7FD-F1DB-422C-98FB-8648BE6493CA},8/15/2019 5:12,mrodenbeck1,8/15/2019 5:12,mrodenbeck1,,aquaticinvertebratesdata_4
506,,,,Tricoptera ,1,,,Stone house,{C07FE7FD-F1DB-422C-98FB-8648BE6493CA},8/15/2019 5:12,mrodenbeck1,8/15/2019 5:12,mrodenbeck1,,aquaticinvertebratesdata_4
507,,,,Diptera,1,,,"Black head, butt Spurs ",{C07FE7FD-F1DB-422C-98FB-8648BE6493CA},8/15/2019 5:12,mrodenbeck1,8/15/2019 5:12,mrodenbeck1,,aquaticinvertebratesdata_4
508,,,,Unknown spp,10,,,Worm ,{C07FE7FD-F1DB-422C-98FB-8648BE6493CA},8/15/2019 5:12,mrodenbeck1,8/15/2019 5:12,mrodenbeck1,,aquaticinvertebratesdata_4
509,,,,Unknown spp,1,,,Flat worm ,{C07FE7FD-F1DB-422C-98FB-8648BE6493CA},8/15/2019 5:12,mrodenbeck1,8/15/2019 5:12,mrodenbeck1,,aquaticinvertebratesdata_4
510,,,,Plecoptera ,10,,,Dark color ,{C2C849C7-214D-45E5-A228-F81FBB08543A},8/15/2019 5:13,mrodenbeck1,8/15/2019 5:13,mrodenbeck1,,aquaticinvertebratesdata_4
511,,,,Plecoptera ,10,,,Light ,{C2C849C7-214D-45E5-A228-F81FBB08543A},8/15/2019 5:13,mrodenbeck1,8/15/2019 5:13,mrodenbeck1,,aquaticinvertebratesdata_4
512,,,,Coleoptera spp,10,,,Predacious diving beetle ,{C2C849C7-214D-45E5-A228-F81FBB08543A},8/15/2019 5:13,mrodenbeck1,8/15/2019 5:13,mrodenbeck1,,aquaticinvertebratesdata_4
513,,,,Diptera,2,,,Crane fly larvae ,{C2C849C7-214D-45E5-A228-F81FBB08543A},8/15/2019 5:13,mrodenbeck1,8/15/2019 5:13,mrodenbeck1,,aquaticinvertebratesdata_4
514,,,,Diptera,10,,,Red midge ,{C2C849C7-214D-45E5-A228-F81FBB08543A},8/15/2019 5:13,mrodenbeck1,8/15/2019 5:13,mrodenbeck1,,aquaticinvertebratesdata_4
515,,,,Diptera,10,,,Tan midge ,{C2C849C7-214D-45E5-A228-F81FBB08543A},8/15/2019 5:13,mrodenbeck1,8/15/2019 5:13,mrodenbeck1,,aquaticinvertebratesdata_4
516,,,,Ephemeroptera ,10,,,Flat head,{C2C849C7-214D-45E5-A228-F81FBB08543A},8/15/2019 5:13,mrodenbeck1,8/15/2019 5:13,mrodenbeck1,,aquaticinvertebratesdata_4
517,,,,Ephemeroptera,10,,,Small /fast ,{C2C849C7-214D-45E5-A228-F81FBB08543A},8/15/2019 5:13,mrodenbeck1,8/15/2019 5:13,mrodenbeck1,,aquaticinvertebratesdata_4
518,,,,Coleoptera ,10,,,"Small, black ",{C2C849C7-214D-45E5-A228-F81FBB08543A},8/15/2019 5:13,mrodenbeck1,8/15/2019 5:13,mrodenbeck1,,aquaticinvertebratesdata_4
519,,,,Ephemeroptera ,5,,,Light and tanky ,{C2C849C7-214D-45E5-A228-F81FBB08543A},8/15/2019 5:13,mrodenbeck1,8/15/2019 5:13,mrodenbeck1,,aquaticinvertebratesdata_4
520,,,,Glossosomatidae,2,,,Round stone house ,{C2C849C7-214D-45E5-A228-F81FBB08543A},8/15/2019 5:13,mrodenbeck1,8/15/2019 5:13,mrodenbeck1,,aquaticinvertebratesdata_4
521,,,,Tricoptera ,1,,,Stone house ,{C2C849C7-214D-45E5-A228-F81FBB08543A},8/15/2019 5:13,mrodenbeck1,8/15/2019 5:13,mrodenbeck1,,aquaticinvertebratesdata_4
522,,,,Diptera,10,,,Black fly larvae ,{4F0009A8-27B8-4504-B56F-BB17F11388B4},8/15/2019 5:13,mrodenbeck1,8/15/2019 5:13,mrodenbeck1,,aquaticinvertebratesdata_4
523,,,,Ephemeroptera spp,10,,mayfly,"Flathead, baetis ",{4F0009A8-27B8-4504-B56F-BB17F11388B4},8/15/2019 5:13,mrodenbeck1,8/15/2019 5:13,mrodenbeck1,,aquaticinvertebratesdata_4
524,,,,Ephemeroptera ,10,,mayfly,Darker,{4F0009A8-27B8-4504-B56F-BB17F11388B4},8/15/2019 5:13,mrodenbeck1,8/15/2019 5:13,mrodenbeck1,,aquaticinvertebratesdata_4
525,,,,Coleoptera ,1,,,Predacious diving beetle ,{4F0009A8-27B8-4504-B56F-BB17F11388B4},8/15/2019 5:13,mrodenbeck1,8/15/2019 5:13,mrodenbeck1,,aquaticinvertebratesdata_4
526,,,,Plecoptera ,1,,,Golden stonefly -hesperoperla,{4F0009A8-27B8-4504-B56F-BB17F11388B4},8/15/2019 5:13,mrodenbeck1,8/15/2019 5:13,mrodenbeck1,,aquaticinvertebratesdata_4
527,,,,Ephemeroptera ,10,,,Striped thorax ,{4F0009A8-27B8-4504-B56F-BB17F11388B4},8/15/2019 5:13,mrodenbeck1,8/15/2019 5:13,mrodenbeck1,,aquaticinvertebratesdata_4
528,,,,Tricoptera ,10,,, “Stone house” caddisflies ,{4F0009A8-27B8-4504-B56F-BB17F11388B4},8/15/2019 5:13,mrodenbeck1,8/15/2019 5:13,mrodenbeck1,,aquaticinvertebratesdata_4
529,,,,Tricoptera-glossosomatidae,1,,,Round house ,{4F0009A8-27B8-4504-B56F-BB17F11388B4},8/15/2019 5:13,mrodenbeck1,8/15/2019 5:13,mrodenbeck1,,aquaticinvertebratesdata_4
530,,,,Snail,1,,,Spiral shell,{4F0009A8-27B8-4504-B56F-BB17F11388B4},8/15/2019 5:13,mrodenbeck1,8/15/2019 5:13,mrodenbeck1,,aquaticinvertebratesdata_4
531,,,,Diptera,10,,,Midge -tan ,{4F0009A8-27B8-4504-B56F-BB17F11388B4},8/15/2019 5:13,mrodenbeck1,8/15/2019 5:13,mrodenbeck1,,aquaticinvertebratesdata_4
532,,,,Tricoptera ,10,,deadmaterial,“Stone house”Just casings,{C96A2D4D-8554-47C3-A2F1-5EE22BCF0BBC},8/15/2019 5:14,mrodenbeck1,8/15/2019 5:14,mrodenbeck1,,aquaticinvertebratesdata_4
533,,,,Coleoptera ,1,,,Water boatmen ,{C96A2D4D-8554-47C3-A2F1-5EE22BCF0BBC},8/15/2019 5:14,mrodenbeck1,8/15/2019 5:14,mrodenbeck1,,aquaticinvertebratesdata_4
534,,,,Ephemeroptera ,3,,,Flathead,{C96A2D4D-8554-47C3-A2F1-5EE22BCF0BBC},8/15/2019 5:14,mrodenbeck1,8/15/2019 5:14,mrodenbeck1,,aquaticinvertebratesdata_4
535,,,,Diptera,10,,,Black fly larvae ,{7F116A39-EE93-4A8A-9EAC-A21431D8E35C},8/16/2019 15:04,mrodenbeck1,8/16/2019 15:04,mrodenbeck1,,aquaticinvertebratesdata_4
536,,,,Coleoptera ,3,,,Predacious diving beetle ,{7F116A39-EE93-4A8A-9EAC-A21431D8E35C},8/16/2019 15:04,mrodenbeck1,8/16/2019 15:04,mrodenbeck1,,aquaticinvertebratesdata_4
537,,,,Tricoptera,2,,,Log cabin ,{7F116A39-EE93-4A8A-9EAC-A21431D8E35C},8/16/2019 15:04,mrodenbeck1,8/16/2019 15:04,mrodenbeck1,,aquaticinvertebratesdata_4
538,,,,Ephemeroptera ,10,,,Skinny fast- 3 tails ,{7F116A39-EE93-4A8A-9EAC-A21431D8E35C},8/16/2019 15:04,mrodenbeck1,8/16/2019 15:04,mrodenbeck1,,aquaticinvertebratesdata_4
539,,,,Diptera- midge ,10,,,Tan ,{7F116A39-EE93-4A8A-9EAC-A21431D8E35C},8/16/2019 15:04,mrodenbeck1,8/16/2019 15:04,mrodenbeck1,,aquaticinvertebratesdata_4
540,,,,Unknown spp,3,,,Segmented worm -maybe diptera,{7F116A39-EE93-4A8A-9EAC-A21431D8E35C},8/16/2019 15:04,mrodenbeck1,8/16/2019 15:04,mrodenbeck1,,aquaticinvertebratesdata_4
541,,,,Diptera -midge ,2,,,Red ,{7F116A39-EE93-4A8A-9EAC-A21431D8E35C},8/16/2019 15:04,mrodenbeck1,8/16/2019 15:04,mrodenbeck1,,aquaticinvertebratesdata_4
542,,,,,10,,deadmaterial,Snail shells,{E4649AE8-81F2-491B-8775-F01ACC07A2E3},8/27/2019 17:24,,8/27/2019 17:24,,,aquaticinvertebratesdata_4
543,,,,,2,,deadmaterial,I snail alive,{EE1B3227-CE70-4D32-97AE-E1B87388CCE1},8/27/2019 17:24,,8/27/2019 17:24,,,aquaticinvertebratesdata_4
544,,,,Stoneflies ,10,,,,{FD4E312A-9AFE-4DFC-844D-3308FD8A5C5D},8/28/2019 22:56,,8/28/2019 22:56,,,aquaticinvertebratesdata_4
545,,,,Caddisfly,10,,,,{FD4E312A-9AFE-4DFC-844D-3308FD8A5C5D},8/28/2019 22:56,,8/28/2019 22:56,,,aquaticinvertebratesdata_4
546,,,,Mayfly,10,,,,{FD4E312A-9AFE-4DFC-844D-3308FD8A5C5D},8/28/2019 22:56,,8/28/2019 22:56,,,aquaticinvertebratesdata_4
547,,,,,10,,mayfly,Hairy underbelly ,{FD4E312A-9AFE-4DFC-844D-3308FD8A5C5D},8/28/2019 22:56,,8/28/2019 22:56,,,aquaticinvertebratesdata_4
548,,,,,5,,,Skuds ,{FADB518F-8CC5-4F87-820A-C238D1B723D5},8/29/2019 0:17,,8/29/2019 0:17,,,aquaticinvertebratesdata_4
549,,,,,1,,,Stonefly,{FADB518F-8CC5-4F87-820A-C238D1B723D5},8/29/2019 0:17,,8/29/2019 0:17,,,aquaticinvertebratesdata_4
550,,,,,1,,,Odinate ,{FADB518F-8CC5-4F87-820A-C238D1B723D5},8/29/2019 0:17,,8/29/2019 0:17,,,aquaticinvertebratesdata_4
551,,,,,6,,,"Worms, 1 blood worm",{FADB518F-8CC5-4F87-820A-C238D1B723D5},8/29/2019 0:17,,8/29/2019 0:17,,,aquaticinvertebratesdata_4
552,,,,Snails,5,,,,{FADB518F-8CC5-4F87-820A-C238D1B723D5},8/29/2019 0:17,,8/29/2019 0:17,,,aquaticinvertebratesdata_4
553,,,,,0,,,Potential bug cases,{748B9C3A-CC15-4CB7-A0ED-4E0F1AA5B142},8/30/2019 22:29,,8/30/2019 22:29,,,aquaticinvertebratesdata_4
554,,,,Woody case ,3,,deadmaterial,,{AF9CBBEB-DA8B-4613-982A-8C87B5C89F96},9/2/2019 17:20,john7481,9/2/2019 17:20,john7481,,aquaticinvertebratesdata_4
